"Code","Year.Index","SHMI.before","SHMI.Index","HEE.region.code","HEE.region.name","Name","North","North.v.South","X","Responses","Survey.clinical.proportion","Engagement.Index","Engagement.Index.dichot","RecommendWork.Index","RecommendWork.Index.dichot","RecommendCare.Index","RecommendCare.Index.dichot","WorkStress.Index","FreedomSpeak.Index","Openness.Index"
"RDU",2016,0.9341,0.9032,"YDF29","Health Education Kent, Surrey and Sussex (South)","Frimley Health NHS Foundation Trust",0,"South",NA,2916,0.67,4.06333333333333,0.75,3.69,0.66,3.94,0.77,0.31,0,0
"RDU",2017,0.9032,0.918,"YDF29","Health Education Kent, Surrey and Sussex (South)","Frimley Health NHS Foundation Trust",0,"South",NA,3200,0.67,4.00666666666667,0.74,3.71,0.66,4.02,0.8,0.33,0,0
"RDU",2018,0.918,0.9122,"YDF29","Health Education Kent, Surrey and Sussex (South)","Frimley Health NHS Foundation Trust",0,"South",NA,3594,0.7,4.08333333333333,0.763333333333333,3.82,0.71,4.05,0.82,0.34,0,0
"RDU",2019,0.9122,0.973,"YDF29","Health Education Kent, Surrey and Sussex (South)","Frimley Health NHS Foundation Trust",0,"South",NA,4842,0.73,4.02,0.736666666666667,3.72,0.67,3.96,0.79,0.38,0,0
"RDZ",2012,1.0179,1.0218,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,467,0.75,3.93,0.683333333333333,3.63,0.6,3.72,0.66,0.34,0,0
"RDZ",2013,1.0218,1.076,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,453,0.7,3.9,0.673333333333333,3.64,0.65,3.77,0.71,0.38,0,0
"RDZ",2014,1.076,1.0269,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,394,0.68,3.84333333333333,0.656666666666667,3.67,0.65,3.73,0.7,0.36,0,0
"RDZ",2015,1.0269,0.9843,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,1527,0.66,4.02666666666667,0.743333333333333,3.72,0.66,3.88,0.75,0.32,0,0
"RDZ",2016,0.9843,0.937,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,1837,0.67,3.98666666666667,0.733333333333333,3.81,0.69,3.92,0.77,0.34,0,0
"RDZ",2017,0.937,0.972,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,1910,0.65,4.02333333333333,0.75,3.92,0.74,4.02,0.81,0.33,0,0
"RDZ",2018,0.972,0.9981,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,2277,0.67,4.01666666666667,0.753333333333333,3.96,0.77,4.1,0.84,0.33,0,0
"RDZ",2019,0.9981,0.8612,"YDF30","Health Education Wessex (South)","Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",0,"South",NA,2219,0.66,4.05,0.763333333333333,4,0.78,4.09,0.84,0.34,0,0
"RE9",2012,1.0893,1.0925,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,377,0.77,3.83333333333333,0.66,3.7,0.65,3.74,0.68,0.37,0,0
"RE9",2013,1.0925,1.106,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1357,0.75,3.80333333333333,0.646666666666667,3.62,0.6,3.7,0.64,0.39,0,0
"RE9",2014,1.106,1.1749,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1645,0.73,3.79,0.643333333333333,3.54,0.57,3.66,0.63,0.37,0,0
"RE9",2015,1.1749,1.1556,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1407,0.71,3.82666666666667,0.66,3.93,0.73,4.09,0.81,0.33,0,0
"RE9",2016,1.1556,1.1413,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1508,0.72,3.80666666666667,0.646666666666667,3.34,0.49,3.55,0.58,0.4,0,0
"RE9",2017,1.1413,1.201,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1464,0.71,3.82333333333333,0.653333333333333,3.4,0.51,3.62,0.61,0.37,0,0
"RE9",2018,1.201,1.2681,"YDF30","Health Education North East (North)","South Tyneside NHS Foundation Trust",1,"North",NA,1370,0.69,3.82666666666667,0.65,3.5,0.56,3.71,0.65,0.38,0,0
"REF",2012,1.0335,1.0253,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,395,0.75,3.61,0.576666666666667,2.93,0.34,3.14,0.43,0.44,0,0
"REF",2013,1.0253,1.081,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,2508,0.69,3.66666666666667,0.59,3.12,0.4,3.19,0.43,0.4,0,0
"REF",2014,1.081,1.0413,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,2151,0.68,3.61333333333333,0.563333333333333,2.86,0.32,3.04,0.38,0.44,0,0
"REF",2015,1.0413,1.0857,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,1832,0.65,3.76333333333333,0.636666666666667,3.13,0.42,3.34,0.5,0.4,0,0
"REF",2016,1.0857,0.9674,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,2146,0.64,3.82,0.66,3.29,0.48,3.43,0.54,0.38,0,0
"REF",2017,0.9674,0.9696,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,2840,0.65,3.86666666666667,0.686666666666667,3.28,0.48,3.44,0.54,0.37,0,0
"REF",2018,0.9696,0.9762,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,1935,0.62,3.84333333333333,0.673333333333333,3.39,0.52,3.49,0.59,0.41,0,0
"REF",2019,0.9762,0.9021,"YDF33","Health Education South West (South)","Royal Cornwall Hospitals NHS Trust",0,"South",NA,3077,0.66,3.89,0.7,3.53,0.58,3.61,0.61,0.42,0,0
"REM",2012,1.157,1.1666,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,374,0.7,3.73,0.616666666666667,3.54,0.6,3.72,0.67,0.38,0,0
"REM",2013,1.1666,1.132,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,412,0.72,3.81666666666667,0.636666666666667,3.65,0.63,3.71,0.65,0.41,0,0
"REM",2014,1.132,1.0759,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,378,0.64,3.76,0.613333333333333,3.72,0.66,3.81,0.7,0.33,0,0
"REM",2015,1.0759,1.0364,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,1664,0.65,3.90666666666667,0.676666666666667,3.61,0.62,3.76,0.7,0.34,0,0
"REM",2016,1.0364,1.0701,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,1815,0.68,3.80333333333333,0.656666666666667,3.44,0.56,3.73,0.68,0.37,0,0
"REM",2017,1.0701,0.9882,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,2116,0.68,3.81666666666667,0.653333333333333,3.52,0.59,3.75,0.69,0.36,0,0
"REM",2018,0.9882,0.9975,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,1807,0.66,3.85,0.666666666666667,3.58,0.6,3.88,0.73,0.34,0,0
"REM",2019,0.9975,1.0125,"YDF31","Health Education North West (North)","Aintree University Hospital NHS Foundation Trust",1,"North",NA,2543,0.68,3.9,0.69,3.63,0.64,3.87,0.74,0.39,0,0
"RF4",2012,0.9596,0.9664,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,327,0.73,3.83333333333333,0.636666666666667,3.09,0.41,3.24,0.47,0.42,0,0
"RF4",2013,0.9664,0.987,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,1564,0.68,3.92,0.676666666666667,3.41,0.51,3.48,0.54,0.42,0,0
"RF4",2014,0.987,0.9679,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,1688,0.69,3.88333333333333,0.666666666666667,3.39,0.49,3.48,0.55,0.44,0,0
"RF4",2015,0.9679,0.9598,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,1946,0.7,4.01333333333333,0.73,3.44,0.54,3.56,0.59,0.41,0,0
"RF4",2016,0.9598,1.0712,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,2323,0.72,4.05,0.736666666666667,3.54,0.59,3.7,0.64,0.37,0,0
"RF4",2017,1.0712,1.0232,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,2641,0.7,3.97666666666667,0.703333333333333,3.43,0.55,3.63,0.63,0.38,0,0
"RF4",2018,1.0232,0.9593,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,2616,0.71,3.99,0.71,3.39,0.53,3.55,0.6,0.4,0,0
"RF4",2019,0.9593,1.0345,"YDF28","Health Education North Central and East London (South)","Barking, Havering and Redbridge University Hospitals NHS Trust",0,"South",NA,3617,0.74,3.98333333333333,0.716666666666667,3.5,0.57,3.66,0.64,0.41,0,0
"RFF",2012,1.0792,1.0562,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,504,0.71,3.74,0.613333333333333,3.67,0.63,3.68,0.64,0.42,0,0
"RFF",2013,1.0562,1.079,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,502,0.72,3.78666666666667,0.646666666666667,3.69,0.64,3.71,0.64,0.39,0,0
"RFF",2014,1.079,1.0253,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,1132,0.68,3.72,0.606666666666667,3.42,0.54,3.57,0.6,0.46,0,0
"RFF",2015,1.0253,0.9857,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,1227,0.66,3.84666666666667,0.666666666666667,3.49,0.56,3.57,0.6,0.41,0,0
"RFF",2016,0.9857,0.9915,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,1346,0.7,3.78333333333333,0.64,3.49,0.57,3.61,0.62,0.4,0,0
"RFF",2017,0.9915,1.0147,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,1236,0.69,3.81666666666667,0.656666666666667,3.47,0.58,3.64,0.63,0.41,0,0
"RFF",2018,1.0147,1.0261,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,1411,0.7,3.9,0.696666666666667,3.64,0.63,3.76,0.68,0.39,0,0
"RFF",2019,1.0261,1.0185,"YDF24","Health Education Yorkshire and the Humber (North)","Barnsley Hospital NHS Foundation Trust",1,"North",NA,2224,0.74,3.89333333333333,0.693333333333333,3.72,0.67,3.82,0.7,0.4,0,0
"RFR",2012,1.0353,1.0987,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,260,0.67,3.70333333333333,0.6,3.25,0.45,3.47,0.5,0.41,0,0
"RFR",2013,1.0987,1.08,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,340,0.71,3.67,0.583333333333333,3.22,0.45,3.42,0.51,0.4,0,0
"RFR",2014,1.08,1.0643,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,1647,0.69,3.69666666666667,0.59,3.26,0.45,3.44,0.53,0.39,0,0
"RFR",2015,1.0643,1.0501,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,1609,0.65,3.79,0.636666666666667,3.78,0.69,3.9,0.75,0.24,0,0
"RFR",2016,1.0501,1.1013,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,1558,0.65,3.79333333333333,0.646666666666667,3.34,0.52,3.52,0.57,0.38,0,0
"RFR",2017,1.1013,1.0904,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,1646,0.63,3.8,0.643333333333333,3.28,0.46,3.48,0.56,0.39,0,0
"RFR",2018,1.0904,1.0572,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,1550,0.65,3.83333333333333,0.663333333333333,3.42,0.52,3.46,0.54,0.41,0,0
"RFR",2019,1.0572,1.1908,"YDF39","Health Education Yorkshire and the Humber (North)","Rotherham NHS Foundation Trust",1,"North",NA,2016,0.66,3.85,0.67,3.46,0.54,3.46,0.55,0.41,0,0
"RFS",2012,1.0594,1.0606,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,384,0.73,3.81666666666667,0.646666666666667,3.43,0.55,3.5,0.57,0.42,0,0
"RFS",2013,1.0606,1.032,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,376,0.74,3.84,0.656666666666667,3.54,0.59,3.66,0.62,0.38,0,0
"RFS",2014,1.032,0.929,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,361,0.73,3.76333333333333,0.63,3.39,0.48,3.67,0.6,0.4,0,0
"RFS",2015,0.929,0.9844,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,1978,0.69,3.93666666666667,0.696666666666667,3.48,0.57,3.71,0.67,0.37,0,0
"RFS",2016,0.9844,0.9868,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,1200,0.61,3.85666666666667,0.673333333333333,3.44,0.54,3.61,0.62,0.4,0,0
"RFS",2017,0.9868,1.019,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,2392,0.73,3.87,0.676666666666667,3.52,0.57,3.7,0.65,0.41,0,0
"RFS",2018,1.019,0.994,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,2713,0.73,3.89333333333333,0.69,3.65,0.63,3.77,0.7,0.38,0,0
"RFS",2019,0.994,0.9879,"YDF21","Health Education East Midlands (North)","Chesterfield Royal Hospital NHS Foundation Trust",1,"North",NA,2432,0.8,3.96,0.726666666666667,3.8,0.69,3.86,0.73,0.38,0,0
"RFW",2012,0.9349,0.9606,NA,NA,NA,NA,NA,NA,311,0.78,3.83666666666667,0.643333333333333,3.46,0.54,3.54,0.6,0.39,0,0
"RFW",2013,0.9606,0.967,NA,NA,NA,NA,NA,NA,331,0.76,3.83333333333333,0.666666666666667,3.49,0.53,3.51,0.58,0.35,0,0
"RFW",2014,0.967,0.8871,NA,NA,NA,NA,NA,NA,273,0.77,3.76333333333333,0.63,3.53,0.57,3.49,0.56,0.39,0,0
"RGN",2012,1.013,1.023,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,423,0.69,3.84333333333333,0.66,3.37,0.5,3.49,0.58,0.41,0,0
"RGN",2013,1.023,1.011,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,400,0.7,3.92333333333333,0.693333333333333,3.65,0.64,3.71,0.68,0.31,0,0
"RGN",2014,1.011,1.0084,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,365,0.68,3.85333333333333,0.666666666666667,3.43,0.55,3.59,0.6,0.39,0,0
"RGN",2015,1.0084,1.0455,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,374,0.65,3.92666666666667,0.696666666666667,3.56,0.61,3.85,0.72,0.33,0,0
"RGN",2016,1.0455,1.0734,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,2026,0.68,4.00666666666667,0.74,3.7,0.66,3.87,0.74,0.34,0,0
"RGN",2017,1.0734,1.0785,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,466,0.67,3.94666666666667,0.716666666666667,3.59,0.59,3.82,0.71,0.36,0,0
"RGN",2018,1.0785,1.046,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,2156,0.67,3.97,0.733333333333333,3.66,0.64,3.86,0.74,0.4,0,0
"RGN",2019,1.046,1.1282,"YDF42","Health Education East of England (South)","Peterborough and Stamford Hospitals NHS Foundation Trust",0,"South",NA,1936,0.69,3.92666666666667,0.706666666666667,3.51,0.59,3.78,0.7,0.42,0,0
"RGP",2012,0.8551,0.8523,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,383,0.76,3.78666666666667,0.633333333333333,3.58,0.59,3.55,0.59,0.37,0,0
"RGP",2013,0.8523,1.056,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,241,0.67,3.92666666666667,0.696666666666667,3.71,0.63,3.8,0.67,0.36,0,0
"RGP",2014,1.056,1.1269,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,364,0.74,3.96333333333333,0.706666666666667,3.71,0.65,3.7,0.65,0.33,0,0
"RGP",2015,1.1269,1.0895,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,400,0.74,4.02,0.753333333333333,3.88,0.71,4.02,0.77,0.33,0,0
"RGP",2016,1.0895,1.1517,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,528,0.71,3.92666666666667,0.696666666666667,3.77,0.7,3.86,0.76,0.31,0,0
"RGP",2017,1.1517,1.1768,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,523,0.71,3.89,0.686666666666667,3.78,0.71,3.86,0.76,0.3,0,0
"RGP",2018,1.1768,1.1152,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,487,0.7,3.93,0.706666666666667,3.72,0.69,3.88,0.76,0.36,0,0
"RGP",2019,1.1152,1.0774,"YDF34","Health Education East of England (South)","James Paget University Hospitals NHS Foundation Trust",0,"South",NA,1267,0.68,3.86,0.68,3.77,0.68,3.92,0.75,0.45,0,0
"RGQ",2012,1.0187,1.0327,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,402,0.69,3.71666666666667,0.603333333333333,3.23,0.41,3.45,0.54,0.39,0,0
"RGQ",2013,1.0327,1.104,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,388,0.76,3.84,0.66,3.39,0.49,3.61,0.61,0.41,0,0
"RGQ",2014,1.104,0.9931,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,414,0.75,3.87333333333333,0.666666666666667,3.57,0.59,3.7,0.65,0.37,0,0
"RGQ",2015,0.9931,0.9811,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,399,0.73,3.99666666666667,0.736666666666667,3.71,0.67,3.81,0.75,0.32,0,0
"RGQ",2016,0.9811,0.9962,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,555,0.74,3.93666666666667,0.716666666666667,3.6,0.62,3.86,0.75,0.33,0,0
"RGQ",2017,0.9962,1.0501,"YDF33","Health Education East of England (South)","Ipswich Hospital NHS Trust",0,"South",NA,1912,0.68,3.95333333333333,0.723333333333333,3.67,0.65,3.89,0.76,0.35,0,0
"RGR",2012,0.9078,0.8926,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,423,0.73,3.96333333333333,0.716666666666667,3.88,0.74,3.95,0.79,0.33,0,0
"RGR",2013,0.8926,0.951,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,447,0.74,3.91,0.713333333333333,3.9,0.74,3.95,0.77,0.35,0,0
"RGR",2014,0.951,0.9034,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,412,0.74,4,0.713333333333333,3.98,0.77,4.02,0.78,0.32,0,0
"RGR",2015,0.9034,0.8765,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,460,0.77,3.97,0.733333333333333,3.91,0.75,4.15,0.84,0.34,0,0
"RGR",2016,0.8765,0.9037,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,615,0.71,4.03,0.75,3.96,0.75,4.17,0.85,0.33,0,0
"RGR",2017,0.9037,0.8853,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,576,0.71,3.98333333333333,0.73,3.95,0.75,4.21,0.86,0.33,0,0
"RGR",2018,0.8853,0.9029,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,573,0.7,3.97333333333333,0.736666666666667,3.94,0.74,4.15,0.83,0.35,0,0
"RGR",2019,0.9029,0.9204,"YDF48","Health Education East of England (South)","West Suffolk NHS Foundation Trust",0,"South",NA,2068,0.71,4.04666666666667,0.76,4.03,0.78,4.2,0.87,0.36,0,0
"RGT",2012,0.8157,0.8505,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,385,0.66,3.92,0.7,3.83,0.71,3.98,0.78,0.28,0,0
"RGT",2013,0.8505,0.86,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,319,0.67,3.89,0.696666666666667,3.77,0.7,4.08,0.83,0.32,0,0
"RGT",2014,0.86,0.8916,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,1888,0.63,3.73,0.616666666666667,3.55,0.59,3.91,0.76,0.42,0,0
"RGT",2015,0.8916,0.8363,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,3003,0.65,3.95333333333333,0.716666666666667,3.57,0.61,4.07,0.82,0.37,0,0
"RGT",2016,0.8363,0.8126,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,3539,0.66,3.96333333333333,0.726666666666667,3.64,0.65,4.03,0.82,0.31,0,0
"RGT",2017,0.8126,0.8651,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,4096,0.62,3.89,0.696666666666667,3.71,0.67,4.07,0.84,0.34,0,0
"RGT",2018,0.8651,0.8802,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,4894,0.66,3.96,0.726666666666667,3.78,0.71,4.09,0.84,0.35,0,0
"RGT",2019,0.8802,0.8449,"YDF24","Health Education East of England (South)","Cambridge University Hospitals NHS Foundation Trust",0,"South",NA,5763,0.67,3.95666666666667,0.726666666666667,3.82,0.72,4.1,0.84,0.37,0,0
"RH8",2012,0.8663,0.9114,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,407,0.64,3.75,0.613333333333333,3.55,0.56,3.81,0.74,0.29,0,0
"RH8",2013,0.9114,0.906,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,383,0.69,3.78,0.64,3.57,0.6,3.93,0.78,0.35,0,0
"RH8",2014,0.906,0.9181,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,331,0.67,3.82666666666667,0.66,3.67,0.64,3.91,0.78,0.31,0,0
"RH8",2015,0.9181,0.9815,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,340,0.66,3.93333333333333,0.706666666666667,3.77,0.68,4.02,0.81,0.24,0,0
"RH8",2016,0.9815,1.0518,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,2513,0.64,3.93,0.72,3.8,0.7,4.11,0.85,0.32,0,0
"RH8",2017,1.0518,1.1132,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,3711,0.67,3.95,0.723333333333333,3.8,0.7,4.03,0.83,0.32,0,0
"RH8",2018,1.1132,1.0576,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,4083,0.68,3.98333333333333,0.74,3.91,0.74,4.07,0.85,0.34,0,0
"RH8",2019,1.0576,1.1164,"YDF33","Health Education South West (South)","Royal Devon and Exeter NHS Foundation Trust",0,"South",NA,990,0.68,3.95,0.733333333333333,3.8,0.72,4.05,0.84,0.42,0,0
"RHM",2012,0.9333,0.9517,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,459,0.71,3.82,0.66,3.64,0.64,3.74,0.67,0.36,0,0
"RHM",2013,0.9517,0.99,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,469,0.74,3.78,0.65,3.73,0.64,3.82,0.71,0.36,0,0
"RHM",2014,0.99,1.0156,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,3858,0.7,3.87333333333333,0.693333333333333,3.76,0.68,3.95,0.77,0.36,0,0
"RHM",2015,1.0156,0.9509,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,3415,0.67,3.96,0.733333333333333,3.79,0.69,4.02,0.8,0.33,0,0
"RHM",2016,0.9509,0.9589,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,3374,0.67,3.98666666666667,0.74,3.85,0.72,4.07,0.82,0.35,0,0
"RHM",2017,0.9589,0.9452,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,4431,0.7,3.98666666666667,0.74,3.89,0.74,4.09,0.84,0.35,0,0
"RHM",2018,0.9452,0.9398,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,4482,0.68,3.97,0.733333333333333,3.89,0.74,4.12,0.85,0.37,0,0
"RHM",2019,0.9398,0.8768,"YDF34","Health Education Wessex (South)","University Hospital Southampton NHS Foundation Trust",0,"South",NA,5815,0.7,3.95,0.726666666666667,3.88,0.74,4.08,0.84,0.37,0,0
"RHQ",2012,0.9234,0.897,"YDF42","Health Education Yorkshire and the Humber (North)","Sheffield Teaching Hospitals NHS Foundation Trust",1,"North",NA,407,0.68,3.66333333333333,0.576666666666667,3.53,0.58,3.74,0.7,0.41,0,0
"RHQ",2013,0.897,0.884,"YDF42","Health Education Yorkshire and the Humber (North)","Sheffield Teaching Hospitals NHS Foundation Trust",1,"North",NA,438,0.71,3.69666666666667,0.596666666666667,3.66,0.62,3.91,0.73,0.36,0,0
"RHQ",2014,0.884,0.918,"YDF42","Health Education Yorkshire and the Humber (North)","Sheffield Teaching Hospitals NHS Foundation Trust",1,"North",NA,339,0.65,3.85666666666667,0.656666666666667,3.85,0.71,3.98,0.78,0.3,0,0
